col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108
118755634,"ASL and English and sign language","09/30/1984","Whatsapp and sign language","Yoruba","Christianity","Female","No","Married","Yes","Government employee","Teacher",50,1,5,"College of Education",150000,"No","Always","Always","Infrequently","Fair","Sometimes","Yes",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Always","Always","Neither poor nor good","Fairly dissatisfied","Neither satisfied nor dissatisfied","Somewhat","Neither satisfied nor dissatisfied","A great deal","A moderate amount","Sometimes","A great deal","Somewhat","Fairly dissatisfied","Fairly dissatisfied","Slightly","Slightly","Slightly","Slightly","Fairly dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","sign language and writing","No","No","No","No","A few times","A few times","Never",5,"hearing aids",15,"I already know sign language","Very good","deaf school",,,,,,,,,"Not at all",,"employment and access to social","Yes","Yes","self","Unsatisfied","Sometimes","Sometimes","Sometimes","Slightly","No",,"Malaria",,,,,,,,,"Fairly dissatisfied","Infrequently","No","Slightly","Slightly","No","Slightly","nobody",,
118755391,"sign language","02/20/1988","whatsapp","Yoruba","Islam","Female","No","Married","Yes","Unemployed",,0,0,,"College of Education",,"No","Never","Always","Sometimes","Fair","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Sometimes","Very Good","Fairly dissatisfied","Fairly dissatisfied","Not at all","Satisfied","Not at all","Not at all","Sometimes","A small amount","Somewhat","Fairly dissatisfied","Fairly dissatisfied","Not at all","Extremely","Not at all","Very","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Satisfied","no","No","No","No","No","Never","Once","Never",,,8,"Yes","Very good","school",,,,,,,,,,"school",,"No","No",,"Unsatisfied","Sometimes","Never","Sometimes","Somewhat","No",,"Malaria",,,,,,,,"net","Fairly dissatisfied","Never","No","Not at all","Somewhat","No","Not at all",,"A fair amount of the time",
118755047,"English (ASL)","07/04/1976","sms, email, whatsapp, instagram","Igala","Christianity","Male","No","Married","Yes","Government employee","Teacher",58000,1,5,"College of Education",144000,"No","Never","Sometimes","Sometimes","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Never","Neither poor nor good","Neither satisfied nor dissatisfied","Satisfied","Not at all","Fairly dissatisfied","A great deal","A small amount","Sometimes","A small amount","Slightly","Fairly dissatisfied","Fairly dissatisfied","Slightly","Slightly","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","police","No","No","No","No","A few times","Once","Never",10,"narrative stroytelling of how illness cause hearing loss",16,"I already know sign language","Good","deaf school","Hearing Aids",,,17,"No","Slightly",,,"Slightly","church, deaf association, and deaf school","employment, education and empowerment","No","No","organizer or deaf person","Very Unsatisfied","Sometimes","Never","Never","To a great extent","No","Typhoid","Malaria",,,,"High Blood Pressure",,,,"mosquito net","Neither satisfied nor dissatisfied","Sometimes","No","Slightly","Not at all","Yes","Slightly","internet","All of the time","writing"
118754390,"English language, sign language","02/03/1975","Whatsapp and Facebook",,"Christianity","Male","No","Married","Yes","Government employee","Administrative and Human Resource Dept",50000,1,5,"Polytechnic",300000,"No","Always","Always","Infrequently","Fair","Frequently","Yes",,,,,,"I am not ready to change my eating habits",,"Always","Always","Good","Satisfied","Satisfied","Not at all","Satisfied","A moderate amount","A moderate amount","Sometimes","A great deal","Completely","Very satisfied","Satisfied","Slightly","Moderately","Slightly","Moderately","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Police or DPO","No","No","No","No","Never","Never","Never",1.5,,8,"Yes","Very good","Deaf school","Hearing Aids",,,18,"No","Not at all",,,"Not at all","sign language interpreters","to communicate with education","No","Yes","association","Satisfied","Frequently","Frequently","Frequently","Slightly","No",,,,,,,,,,"drugs","Satisfied","Frequently","Yes","Slightly","Not at all","No","Not at all","Health dept","A little of the time","Writing"
118753981,"Sign language","12/27/1985","sign language","Yoruba","Islam","Male","No","Single",,"Government employee","teacher",100000,1,5,"University (Bachelor degree)",1800000,"Yes","Always","Always","Frequently","Good","Sometimes","Yes",,,,,,,,"Always","Sometimes","Neither poor nor good","Neither satisfied nor dissatisfied","Satisfied","To a great extent","Satisfied","Not at all","A moderate amount","Sometimes","A moderate amount","To a great extent","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Somewhat","Very","Somewhat","Moderately","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","interpreter",,,,"Yes","A few times",,"Once",,,5,"I already know sign language","Very good","School","Hearing Aids",,,8,"No","To a great extent",,,"Somewhat","school and community service","I don't think there is challenges deaf people face in my are","Yes","Yes","my friends interpret for free","Neutral","Sometimes","Sometimes","Sometimes","Somewhat","No",,,,,,,,,,"spray anti-mosquito and use net","Neither satisfied nor dissatisfied","Sometimes","No","To a great extent","To a great extent","No",,,"A little of the time","sign language"
118752685,"English","05/25/1978","Sign language and oral reading","Yoruba","Christianity","Male","No","Married","Yes","Self-employed","Fashion design",120000,1,6,"Junior school",,"No","Never","Sometimes","Never","Very Good","Never","No","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Sometimes","Good","Satisfied","Neither satisfied nor dissatisfied","Somewhat","Satisfied","A small amount","A small amount","Sometimes","A great deal","Completely","Very satisfied","Very dissatisfied","Not at all","Very","Slightly","Slightly","Very dissatisfied","Very satisfied",,"Very satisfied","Very dissatisfied","Police","No","Yes","No","Yes","Never","Once","Once",20,,30,"Yes","Good","Friend","Hearing Aids",,,,"No","Somewhat",,"Never","Completely","School, church and association","empowerment and employment","Yes","Yes","Self","Neutral","Sometimes","Sometimes","Never","Somewhat","No",,"Malaria",,,,,,,,"Medical check-up","Fairly dissatisfied","Never","No","Somewhat","Slightly","Yes","Slightly","TV","A fair amount of the time","Oral reading"
118752182,,"12/13/1984",,"Idoma","Christianity","Male","Yes","Married","Yes","Self-employed",,,,,"Polytechnic",,"No","Sometimes","Always","Sometimes","Fair","Sometimes","No",,,,,,"I am not ready to change my eating habits",,"Sometimes","Sometimes","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Not at all","Fairly dissatisfied","A small amount","Not at all","Never","A small amount","Not at all","Fairly dissatisfied","Fairly dissatisfied","Not at all","Not at all","Not at all","Not at all","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very satisfied","Very satisfied",,"No","No","No","No","A few times","Many times","Never",,,,"Yes","Very good",,"Hearing Aids",,,,"No","Not at all",,"Never","Not at all",,,"No","No",,"Unsatisfied","Sometimes","Sometimes","Never","Not at all","Yes",,"Malaria",,,,,,,,,"Fairly dissatisfied","Sometimes","No","Not at all","Not at all","Yes","Not at all",,,
118751685,"English language","10/17/1980","sign language through deaf people, writing","hausa","Islam","Male",,"Married","Yes","Government employee",,50000,1,5,"Polytechnic",150000,"No","Sometimes","Always","Always","Excellent","Always",,,,,,,,,"Always","Always","Good","Satisfied","Satisfied","To a great extent","Satisfied",,"A great deal",,,,,,"Somewhat","Extremely","Somewhat","Very","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Satisfied","police through interpreter or writing","No","No","No","No","A few times","Once","A few times",0,,,"I already know sign language","Good","school",,,,,,,,,,"at school and home with parents",,,"No",,"Satisfied","Frequently","Sometimes","Sometimes","Somewhat","Yes",,,,,,,,,,,"Satisfied",,"No","Somewhat","Somewhat","Yes","Somewhat",,"Not at all","sign language, sometimes use our culture's language"
118751511,"Sign Language and English","03/31/1983","email","yoruba","Islam","Female","No","Separated",,"Government employee","public servant",30000,1,5,"College of Education",,"No","Never","Always","Sometimes","Fair","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Good","Satisfied","Neither satisfied nor dissatisfied","Not at all","Fairly dissatisfied","A great deal","A small amount","Always","A small amount","Not at all","Very dissatisfied","Fairly dissatisfied","Not at all","Slightly","Not at all","Slightly","Very dissatisfied","Very dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very dissatisfied",,"No","No","No","No","A few times","Once","Never",2,"interpret",2,"I already know sign language","Very good","kwara state for the deaf",,,,,,,,,"Not at all",,"employment, education, empowerment","No","Yes","self","Unsatisfied","Sometimes","Sometimes","Sometimes","Not at all","No",,"Malaria",,,,,,,,"drugs","Fairly dissatisfied","Sometimes","No","Somewhat","Somewhat","No","Somewhat","whatsapp message, television","Not at all",
118751247,"English, sign language","07/23/1980",,"yoruba","Islam","Male","No","Married","Yes","Government employee","Teacher",70000,1,5,"College of Education",4000,"No","Infrequently","Frequently","Always","Excellent","Sometimes","Yes",,,,,"The others in my household do not eat healthy",,,"Always","Infrequently","Very Good","Satisfied","Satisfied","Somewhat","Satisfied","A great deal",,"Sometimes","Not at all","Completely","Very dissatisfied","Satisfied","Somewhat","Very","Not at all","Slightly","Satisfied","Fairly dissatisfied","Satisfied","Satisfied","Fairly dissatisfied","police","No","No","No","No","Never","Never","Never",3,"hearing aid",6,"I already know sign language","Very good","school","Hearing Aids",,,20,"No","Completely",,,"Somewhat",,"lack of care and love, no job, abandonment","No","Yes","government and organziation","Unsatisfied","Sometimes","Never","Never","Not at all","No",,,,,,,,,,,"Satisfied","Sometimes","No","Not at all","Somewhat","No","Slightly","media and news","A little of the time","sign language and writing"
118750892,"English language (sign language","03/12/1994","sign language method","Yoruba language","Christianity","Female","No","Single",,"Unemployed","fashion design",,1,6,"High school or vocational",72000,"No","Sometimes","Sometimes","Never","Fair","Infrequently","No","I don't have the transportation to go shopping for healthy food",,,,,,,"Infrequently","Sometimes","Poor","Fairly dissatisfied","Fairly dissatisfied","Slightly","Very dissatisfied","Not at all","Not at all","Sometimes","Not at all","Slightly","Fairly dissatisfied","Fairly dissatisfied","Slightly","Slightly","Slightly","Slightly","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","police man","No","No","No","Yes","Many times","A few times","Never",2,,10,"I already know sign language","Very good","through deaf school",,,"Other",,,"Not at all",,,"Not at all","Church deaf, stadium deaf","employment, access to social activity, lack of education support","No","No","myself","Very Unsatisfied","Infrequently","Never","Never","Not at all","No",,"Malaria",,,,,,,,"net","Fairly dissatisfied","Sometimes","Yes","Slightly","Not at all","No","Slightly","people","All of the time","sign language"
118725539,"English Sign language","03/23/1965","E-mail/whatsapp","Edo","Christianity","Female",,"Widowed",,"Self-employed","Trade",150000,,5,,,"Yes","Sometimes","Sometimes","Sometimes","Excellent","Sometimes","Yes",,,,,,,,"Never","Sometimes","Very Good","Very satisfied","Very satisfied","Completely","Very satisfied","A moderate amount","A moderate amount","Sometimes","An extreme amount","Completely","Very satisfied","Very dissatisfied","Somewhat","Very","Somewhat","Very","Satisfied","Satisfied","Satisfied","Very satisfied","Neither satisfied nor dissatisfied","Police","No","No","No","No","Never","Never","Never",0,"Interpreter",2,"I already know sign language","Very good",,,,,,,,,,"Not at all","church","Good health, comfort and communication","Yes","No","My children for sign me","Very Unsatisfied","Sometimes","Never","Sometimes","Not at all","No",,,,,,"High Blood Pressure",,,,"Net","Satisfied","Sometimes","No","Somewhat","Slightly","Yes","Somewhat","Social network","All of the time","Language sign language"
118704457,"English Sign Languages","06/27/1970","Sign language, oral reading, writing","Yoruba","Christianity","Male","No","Married","Yes","Self-employed","Merchant",,,6,"High school or vocational",250000,"No","Never","Sometimes","Infrequently","Fair","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Sometimes","Good","Satisfied","Satisfied","Somewhat","Satisfied","A small amount","A small amount","Sometimes","A great deal","Completely","Satisfied","Very dissatisfied","Somewhat","Slightly","Not at all","Very","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Satisfied","Satisfied","police","No","Yes","No","Yes","A few times","Once","Once",6,"hearing aid",11,"No","Very good","in the school","Hearing Aids",,,16,"No","Not at all",,,"Not at all","school, church, association","empowerment, employment, education","No","No","self","Neutral","Sometimes","Sometimes","Never","Completely","No",,,,,,"High Blood Pressure",,,,"medical","Satisfied","Sometimes","No","Somewhat","Somewhat","Yes","Somewhat","tv, newspaper and internet","All of the time","oral reading"
118703599,"English sign language for the deaf","11/29/1970","Email","Yourba","Christianity","Male","No","Married","No","Unemployed",,25000,,,"Polytechnic",15000,"No","Frequently","Frequently","Sometimes","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Sometimes","Very Poor","Fairly dissatisfied","Satisfied","Not at all","Very dissatisfied","A small amount","Not at all","Sometimes","Not at all","Completely","Fairly dissatisfied","Very dissatisfied","Somewhat","Very","Not at all","Not at all","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Fairly dissatisfied","My family","No","No","No","No","Never","Once","Never",6,"Hearing aid",10,"I already know sign language","Very good","In deaf special school","Hearing Aids",,,10,"Yes","Somewhat",,,"Not at all","Church","Fianaical need, healthy","Yes","Yes","deaf association","Very Unsatisfied","Sometimes","Sometimes","Frequently","Not at all","No",,"Malaria",,,,,,,,"by drugs","Fairly dissatisfied","Never","Yes","Not at all","Not at all","Yes","Not at all","by texting","A little of the time","by sign language and write"
